,satisfaction_score,customer_status,cltv,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,population,latitude,longitude,gender,age,married,number_of_dependents
1267,2,1,2455,0,35,Offer C,True,45.14,True,Fiber Optic,41,False,True,False,True,False,False,True,False,Month-to-Month,False,Credit Card,85.3,2917.5,23.89,130,1579.9,19815,37.687264,-122.15728,Female,28,False,0
1268,2,1,2318,0,34,Offer C,True,4.66,False,Fiber Optic,21,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,70.0,2416.1,11.0,0,158.44,26240,37.676249,-122.132415,Female,61,False,0
1269,2,1,3077,0,7,Offer E,True,48.36,False,Fiber Optic,15,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,95.35,660.9,34.29,0,338.52,66472,37.59485,-122.051521,Female,46,False,0
1270,1,1,4260,0,18,None,True,34.21,True,Fiber Optic,19,False,False,False,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,90.1,1612.75,48.26,0,615.78,18024,37.862128,-122.075197,Female,33,False,0
1271,1,1,5225,0,2,None,True,30.73,False,Fiber Optic,39,False,False,False,False,False,False,True,True,Month-to-Month,False,Bank Withdrawal,68.95,119.75,0.0,0,61.46,40917,37.900662,-122.052782,Female,26,False,0
1272,1,1,5026,1,32,Offer C,True,33.57,True,Fiber Optic,26,True,False,False,False,True,True,True,False,Month-to-Month,True,Credit Card,99.55,3204.65,35.82,110,1074.24,26022,37.916648,-122.008483,Male,39,True,0
1273,1,1,2989,1,18,None,True,2.86,False,DSL,22,False,False,True,False,False,True,True,True,Month-to-Month,False,Bank Withdrawal,57.45,990.85,15.73,0,51.48,41876,37.792489,-122.244314,Male,53,True,0
1274,1,1,2595,1,12,None,True,27.82,False,DSL,26,False,False,False,False,False,True,True,True,One Year,False,Credit Card,53.65,696.35,0.0,0,333.84000000000003,21054,37.80707,-122.297401,Male,27,True,0
1275,3,1,2404,1,26,Offer C,True,35.9,True,Cable,26,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,83.75,2070.6,0.0,0,933.4,15882,37.890274,-122.295192,Male,62,True,0
1276,1,1,2405,1,38,None,True,35.61,False,Fiber Optic,13,True,True,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,79.45,3013.05,9.36,40,1353.18,28403,38.018065,-122.546024,Male,44,True,0
1277,2,1,2356,1,32,None,True,5.99,False,Fiber Optic,5,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,69.75,2347.9,19.67,0,191.68,1785,38.377165,-123.037957,Male,37,True,0
1278,3,1,5881,0,1,Offer E,True,6.08,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,19.65,19.65,0.0,0,6.08,7936,38.326215,-122.718742,Female,50,False,0
1279,2,1,2863,0,5,Offer E,False,0.0,False,DSL,2,False,False,True,False,False,True,True,True,Month-to-Month,False,Bank Withdrawal,39.5,210.75,39.27,0,0.0,6773,37.937082,-122.532369,Female,55,False,0
1280,3,1,3099,1,40,Offer B,True,16.33,True,Fiber Optic,23,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,97.1,3706.95,41.85,0,653.1999999999999,406,38.129308,-122.834815,Male,58,True,0
1281,3,1,3937,0,5,Offer E,True,43.99,False,Fiber Optic,42,False,False,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,80.0,412.5,40.0,10,219.95000000000002,16429,38.135897,-122.563683,Female,26,False,0
1282,1,1,5686,0,10,None,True,45.69,False,Fiber Optic,18,True,False,False,False,True,False,False,True,Month-to-Month,True,Mailed Check,84.7,832.05,12.81,0,456.9,607,38.065359,-122.665566,Female,40,False,0
1283,1,1,3851,1,2,Offer E,True,8.86,False,Fiber Optic,23,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,89.55,185.55,0.0,0,17.72,24741,38.112166,-122.634384,Male,49,True,0
1284,2,1,4359,0,23,None,True,38.69,True,Cable,69,False,False,False,True,True,False,True,True,Month-to-Month,True,Bank Withdrawal,90.6,1943.2,4.73,0,889.8699999999999,13361,38.067204,-122.524004,Male,21,False,0
1285,2,1,4650,0,23,None,True,3.55,True,Fiber Optic,4,True,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,90.05,2169.8,27.38,0,81.64999999999999,16849,37.99272,-122.575026,Female,64,False,0
1286,2,1,5157,1,49,Offer B,True,20.48,True,Fiber Optic,22,False,True,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,11213,37.848641,-122.515692,Male,54,True,0
1287,1,1,5667,0,2,None,True,26.44,False,Fiber Optic,24,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,69.75,144.55,0.0,0,52.88,384,38.240769,-122.901041,Female,46,False,0
1288,1,1,2960,0,2,Offer E,True,14.7,False,DSL,13,False,True,False,False,False,False,False,False,Month-to-Month,True,Credit Card,49.05,91.1,0.0,40,29.4,66,38.339996,-122.935056,Female,42,False,0
1289,1,1,2561,0,7,Offer E,True,9.25,True,Fiber Optic,29,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,98.05,713.0,0.0,0,64.75,2147,37.449537,-121.994813,Male,32,False,0
1290,1,1,3038,0,41,Offer B,True,21.56,True,Fiber Optic,59,True,True,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,114.5,4527.45,0.0,0,883.9599999999999,10520,37.171727,-122.142961,Female,23,False,0
1291,3,1,3533,0,2,Offer E,True,17.33,False,Fiber Optic,14,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,80.95,171.15,0.0,0,34.66,857,37.114335,-122.237162,Male,51,False,0
1292,3,1,5801,1,25,None,True,35.27,False,Fiber Optic,4,False,False,False,False,True,True,True,False,One Year,True,Bank Withdrawal,90.4,2178.6,0.0,140,881.7500000000001,5671,37.084697,-121.606417,Male,63,True,0
1293,1,1,2539,1,3,Offer E,True,29.29,False,Cable,52,False,True,True,False,False,False,True,True,Month-to-Month,True,Mailed Check,56.15,168.15,0.0,0,87.87,36631,36.974575,-121.991149,Male,21,True,0
1294,1,1,4249,0,4,Offer E,True,39.68,False,Fiber Optic,18,True,False,True,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,94.4,387.2,0.0,0,158.72,52334,37.343827,-121.883119,Female,59,False,0
1295,3,1,3982,0,37,None,True,37.49,True,Fiber Optic,29,False,False,True,False,False,False,False,True,Month-to-Month,True,Credit Card,78.95,2839.65,0.0,0,1387.13,51706,37.350284,-121.852855,Female,62,True,0
1296,3,1,5182,0,19,None,False,0.0,False,DSL,48,False,False,False,False,True,True,True,True,One Year,True,Credit Card,44.85,893.55,0.0,0,0.0,46185,37.294926,-121.894763,Female,27,False,0
1297,3,1,3331,0,7,Offer E,True,21.58,False,Fiber Optic,71,False,False,True,False,False,False,True,False,Month-to-Month,False,Mailed Check,74.65,544.55,0.0,10,151.06,37570,37.305622,-122.000887,Male,23,False,0
1298,1,1,4049,1,14,Offer D,True,20.4,True,DSL,30,True,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,64.7,941.0,0.0,0,285.59999999999997,9657,37.42765,-121.945416,Female,51,True,0
1299,1,1,3958,0,1,None,False,0.0,False,DSL,26,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,35.55,35.55,0.0,0,0.0,30814,38.044523,-121.348048,Male,38,False,0
1300,2,1,2414,0,2,Offer E,True,38.51,True,Fiber Optic,25,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,95.15,196.9,0.0,0,77.02,19109,38.029729,-121.387999,Female,32,False,0
1301,1,1,5295,4,13,Offer D,True,45.6,False,Fiber Optic,11,False,False,True,False,True,True,True,True,Month-to-Month,True,Mailed Check,96.65,1162.85,0.0,0,592.8000000000001,6317,38.200231,-121.235034,Male,54,True,0
1302,2,1,3605,0,1,Offer E,False,0.0,False,DSL,6,False,True,False,False,False,False,False,False,Month-to-Month,True,Mailed Check,31.35,31.35,0.0,80,0.0,3148,38.047746,-121.030499,Male,41,False,0
1303,3,1,5671,0,12,Offer D,True,14.38,True,Fiber Optic,6,False,True,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,45755,38.123544,-121.159078,Female,57,False,0
1304,2,1,4990,9,60,Offer B,True,47.4,False,Cable,29,False,True,False,False,True,True,True,True,One Year,True,Bank Withdrawal,94.4,5610.25,0.0,0,2844.0,11266,38.156971,-120.849231,Male,33,True,0
1305,2,1,3874,0,1,Offer E,True,31.77,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,19.85,19.85,0.0,0,31.77,2198,38.41935,-120.469545,Male,32,False,0
1306,1,1,5750,0,6,Offer E,True,20.36,True,Fiber Optic,10,False,True,True,True,True,True,True,True,Month-to-Month,True,Credit Card,109.9,669.45,0.0,0,122.16,27808,37.321233,-120.656354,Female,55,False,0
1307,2,1,3025,0,15,Offer D,True,45.92,False,Fiber Optic,12,False,False,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,101.35,1553.95,0.0,0,688.8000000000001,167,37.818589,-120.256995,Male,42,False,0
1308,3,1,4611,0,1,Offer E,True,33.48,True,Cable,59,False,False,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,60.15,60.15,0.0,20,33.48,10159,37.422961,-120.765493,Female,19,False,0
1309,2,1,5356,0,7,Offer E,True,35.91,True,Fiber Optic,27,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,90.45,593.45,0.0,0,251.36999999999998,1055,37.605926,-120.69955,Male,31,False,0
1310,3,1,5414,1,53,Offer B,True,15.77,False,Fiber Optic,9,False,True,False,False,True,True,True,True,One Year,True,Bank Withdrawal,94.25,4867.95,0.0,0,835.81,683,38.109125,-120.078597,Male,48,True,0
1311,3,1,2548,0,1,Offer E,True,1.84,True,Fiber Optic,76,False,False,False,False,False,False,True,True,Month-to-Month,True,Bank Withdrawal,74.9,74.9,0.0,0,1.84,10226,37.526791,-119.99437,Male,26,False,0
1312,2,1,2502,0,1,Offer E,True,32.92,False,Fiber Optic,3,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,80.25,80.25,0.0,0,32.92,1278,38.121601,-120.133915,Female,34,False,0
1313,2,1,3368,1,17,Offer D,True,44.97,False,Fiber Optic,11,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,52872,37.671806,-121.007575,Male,58,True,0
1314,1,1,2860,1,11,Offer D,True,15.69,True,DSL,12,False,False,False,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,66.35,740.8,0.0,0,172.59,47536,37.621458,-121.012295,Female,62,True,0
1315,1,1,4857,0,19,Offer D,True,20.41,True,Fiber Optic,11,False,False,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,86.0,1532.45,0.0,30,387.79,26055,37.716186,-121.025836,Male,58,False,0
1316,1,1,3212,1,3,Offer E,True,48.38,False,Fiber Optic,14,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,80.3,250.05,0.0,0,145.14000000000001,13343,37.670526,-120.877572,Female,37,True,0
1317,2,1,5927,0,24,None,True,35.93,True,Fiber Optic,5,False,True,False,False,True,False,False,True,Month-to-Month,True,Credit Card,90.55,2282.55,0.0,0,862.3199999999999,25384,37.785033,-120.776141,Male,40,False,0
1318,1,1,2101,0,2,None,True,26.87,True,Fiber Optic,52,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,75.9,143.35,0.0,0,53.74,16525,37.734971,-120.954271,Female,30,False,0
1319,2,1,3706,1,1,None,True,14.9,False,DSL,6,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,45.85,45.85,0.0,0,14.9,12466,37.713152,-121.08739,Male,47,True,0
1320,1,1,4840,1,16,Offer D,False,0.0,False,DSL,29,False,False,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,49.95,810.2,0.0,0,0.0,1158,37.521708,-120.426843,Female,36,True,0
1321,3,1,2777,1,34,None,True,13.45,False,Fiber Optic,12,False,False,False,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,78.3,2564.3,0.0,0,457.29999999999995,24708,37.529656,-120.854357,Male,36,True,0
1322,2,1,4428,0,3,None,True,38.38,True,Fiber Optic,23,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,76.95,228.4,0.0,10,115.14000000000001,48690,33.141265,-116.967221,Male,44,False,0
1323,3,1,4568,0,1,None,True,34.37,False,DSL,28,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,45.3,45.3,0.0,0,34.37,30876,38.394091,-122.739814,Male,49,False,0
1324,1,1,5379,0,15,Offer D,True,33.14,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,19.4,289.3,0.0,0,497.1,25718,38.468893,-122.580539,Female,47,False,0
1325,1,1,5250,0,11,Offer D,True,22.36,True,Cable,3,False,False,False,True,True,False,False,True,Month-to-Month,False,Bank Withdrawal,90.15,987.95,0.0,0,245.95999999999998,176,39.710591,-123.682799,Female,46,False,0
1326,1,1,4094,0,1,None,True,48.03,False,Cable,73,False,False,False,False,False,False,True,True,Month-to-Month,False,Credit Card,45.05,45.05,0.0,0,48.03,333,39.361283,-123.784599,Male,23,False,0
1327,1,1,3940,0,1,None,True,14.48,False,Fiber Optic,26,False,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,75.8,75.8,0.0,0,14.48,13485,38.965804,-122.631779,Female,53,False,0
1328,1,1,3830,0,7,None,True,19.21,False,Fiber Optic,16,False,False,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,79.3,523.15,0.0,10,134.47,9210,38.801936,-122.938935,Female,54,False,0
1329,2,1,2860,0,2,None,False,0.0,False,DSL,18,False,False,False,True,False,False,False,True,Month-to-Month,True,Bank Withdrawal,30.9,59.05,0.0,0,0.0,371,39.239818,-123.565432,Female,53,False,0
1330,1,1,4601,1,59,Offer B,True,22.71,True,Fiber Optic,26,True,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,110.15,6448.05,0.0,0,1339.89,1916,38.848082,-123.50608,Male,43,True,0
1331,1,1,2587,1,8,None,True,5.34,False,Fiber Optic,42,True,False,False,False,False,False,True,True,Month-to-Month,False,Bank Withdrawal,75.0,632.95,0.0,0,42.72,298,38.522328,-122.97932,Male,20,True,0
1332,2,1,2087,0,6,None,True,41.16,False,Cable,10,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,44.75,270.95,0.0,10,246.95999999999998,30988,39.134075,-123.23422,Male,35,False,0
1333,1,1,3200,1,11,Offer D,True,24.83,False,DSL,30,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,44.05,483.7,0.0,0,273.13,240,39.222323,-122.985488,Female,41,True,0
1334,1,1,4838,0,70,Offer A,True,10.21,True,Fiber Optic,52,True,True,True,True,True,True,True,True,One Year,False,Credit Card,115.55,8127.6,0.0,0,714.7,15921,40.965011,-124.015255,Female,30,False,0
1335,3,1,3326,0,18,None,True,24.4,True,Fiber Optic,71,False,False,False,False,True,False,True,True,Month-to-Month,True,Bank Withdrawal,85.2,1553.9,0.0,0,439.2,1584,40.94338,-123.831799,Female,27,False,0
1336,2,1,3979,1,34,None,True,43.33,True,Fiber Optic,16,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,97.65,3207.55,0.0,0,1473.22,695,40.372532,-123.525626,Female,35,True,0
1337,2,1,5863,1,47,Offer B,True,7.62,True,Fiber Optic,20,False,True,True,True,True,True,True,False,Month-to-Month,True,Bank Withdrawal,109.55,5124.55,0.0,0,358.14,42239,33.362575,-117.299644,Male,54,True,0
1338,2,1,3849,1,39,None,True,35.32,True,Fiber Optic,30,False,True,True,True,False,False,False,True,One Year,True,Bank Withdrawal,89.55,3474.45,0.0,0,1377.48,2965,40.4785,-124.301372,Female,50,True,0
1339,2,1,5687,0,1,Offer E,True,48.96,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,19.45,19.45,0.0,0,48.96,82,40.342928,-124.063329,Male,42,False,0
1340,1,1,4133,0,4,Offer E,True,12.43,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.35,76.35,0.0,0,49.72,155,40.7666,-123.80458,Female,34,True,0
1341,3,1,6098,1,59,Offer B,True,10.76,True,Fiber Optic,5,False,False,True,False,True,True,True,True,One Year,True,Bank Withdrawal,99.5,5961.1,0.0,0,634.84,867,40.210895,-123.86,Male,33,True,0
1342,1,1,5704,0,2,None,True,17.25,False,Cable,3,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,45.0,96.45,0.0,30,34.5,660,40.89866,-123.539754,Male,44,False,0
1343,2,1,4103,0,1,Offer E,True,40.51,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.15,20.15,0.0,0,40.51,2020,41.950683,-124.097094,Male,35,False,0
1344,1,1,5723,0,66,Offer A,True,7.28,True,Fiber Optic,51,False,True,True,False,True,True,True,True,Month-to-Month,True,Credit Card,105.0,7133.25,0.0,0,480.48,202,41.444606,-123.471895,Male,28,True,0
1345,1,1,3335,0,3,Offer E,True,2.88,False,DSL,17,False,False,False,False,True,False,False,True,Month-to-Month,True,Credit Card,54.7,169.45,0.0,0,8.64,2369,41.162295,-124.027381,Male,58,False,0
1346,2,1,4786,1,14,None,True,29.18,True,Fiber Optic,19,False,False,True,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,87.25,1258.6,0.0,0,408.52,42239,33.362575,-117.299644,Female,49,True,0
1347,1,1,5640,1,10,None,True,11.3,False,Fiber Optic,4,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,79.95,857.2,0.0,0,113.0,222,38.431407,-120.8421,Male,38,True,0
1348,3,1,5727,0,18,None,True,12.67,True,Fiber Optic,23,False,False,False,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,88.35,1639.3,0.0,0,228.06,58830,38.626128,-121.328011,Female,47,False,0
1349,2,1,2893,0,9,Offer E,True,10.07,True,Fiber Optic,26,False,False,False,False,True,True,True,False,Month-to-Month,True,Bank Withdrawal,94.75,889.9,0.0,30,90.63,67411,38.508735,-121.678813,Female,34,False,0
1350,1,1,5048,0,4,Offer E,True,42.06,True,Fiber Optic,58,False,True,False,False,False,False,True,True,Month-to-Month,False,Bank Withdrawal,78.45,330.05,0.0,0,168.24,4426,38.683605,-120.811852,Male,28,False,0
1351,1,1,5094,0,4,None,True,13.02,False,Fiber Optic,15,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,70.2,237.95,0.0,0,52.08,18529,38.392821,-121.799917,Male,43,False,0
1352,2,1,4324,1,59,Offer B,False,0.0,False,DSL,69,False,True,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,41.05,2452.7,0.0,0,0.0,38534,38.434138,-121.30587,Male,23,True,0
1353,2,1,5146,1,10,None,True,30.1,True,Cable,29,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,85.6,813.85,0.0,0,301.0,171,38.349195,-121.902943,Male,63,True,0
1354,2,1,2673,0,5,None,True,45.25,False,DSL,22,False,False,True,False,True,True,True,False,One Year,True,Credit Card,70.0,347.4,0.0,10,226.25,1140,38.921333,-120.897718,Male,39,False,0
1355,2,1,2041,0,1,None,True,43.49,True,Cable,4,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,49.95,49.95,0.0,0,43.49,6202,38.336216,-120.76901,Female,51,False,0
1356,1,1,2159,1,22,None,True,32.11,False,Fiber Optic,52,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,69.25,1554.0,0.0,0,706.42,1793,38.875508,-121.765866,Female,19,True,0
1357,2,1,2041,1,41,None,True,15.91,True,DSL,29,False,False,True,False,True,True,True,True,One Year,True,Bank Withdrawal,73.0,3001.2,0.0,0,652.3100000000001,32040,38.689174,-121.218435,Male,34,True,0
1358,1,1,5452,0,64,None,True,28.13,True,Fiber Optic,18,False,False,True,False,True,True,True,True,One Year,True,Credit Card,100.05,6254.2,0.0,0,1800.32,2048,38.859093,-121.182872,Female,39,False,0
1359,2,1,2649,0,18,None,False,0.0,False,DSL,85,False,False,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,35.0,553.0,0.0,70,0.0,2220,38.489273,-120.891614,Female,27,False,0
1360,1,1,2567,0,1,None,True,35.01,True,Fiber Optic,52,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,76.0,76.0,0.0,0,35.01,14010,38.688764,-121.457596,Female,20,False,0
1361,1,1,4003,1,15,None,True,28.3,False,Cable,28,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,84.3,1308.4,0.0,0,424.5,4731,38.470423,-121.114897,Female,36,True,0
1362,2,1,2055,1,15,None,True,40.7,True,Fiber Optic,29,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,101.1,1504.05,0.0,0,610.5,8406,38.578604,-122.024579,Male,62,True,0
1363,3,1,2928,0,1,None,True,28.25,True,Cable,9,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,50.45,50.45,0.0,0,28.25,8525,39.084645,-120.894014,Male,37,False,0
1364,1,1,5598,0,12,None,True,28.16,True,Fiber Optic,42,False,False,False,True,True,True,True,False,Month-to-Month,True,Credit Card,99.95,1132.75,0.0,120,337.92,3747,39.003358,-121.022539,Male,20,False,0
1365,1,1,5100,0,2,None,True,39.62,True,Fiber Optic,7,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,91.4,193.6,0.0,0,79.24,88,39.279068,-120.414275,Female,50,False,0
1366,2,1,5436,0,4,None,True,42.33,True,Fiber Optic,76,False,False,False,True,False,False,True,True,Month-to-Month,False,Credit Card,80.8,332.45,0.0,0,169.32,25355,38.608405,-121.449942,Male,28,False,0
1367,1,1,3794,1,16,None,True,37.83,True,Cable,26,False,True,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,100.0,1534.75,0.0,0,605.28,30580,38.517295,-121.439819,Female,61,True,0
1368,2,1,5636,0,1,None,True,15.91,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,20.55,20.55,0.0,0,15.91,38818,38.542532,-121.378826,Male,53,False,0
1369,1,1,2264,0,5,None,True,36.52,True,Fiber Optic,27,False,True,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,85.3,424.15,0.0,0,182.60000000000002,54880,38.486938,-121.395805,Male,30,False,0
1370,1,1,4494,0,4,None,True,41.12,False,Fiber Optic,42,False,False,False,False,False,False,True,False,Month-to-Month,False,Bank Withdrawal,70.4,281.0,0.0,70,164.48,42832,38.494832,-121.529447,Female,19,False,0
1371,1,1,3066,0,37,None,True,30.72,True,Fiber Optic,42,False,False,False,True,True,True,True,True,Month-to-Month,False,Bank Withdrawal,98.8,3475.55,0.0,0,1136.6399999999999,34894,38.646096,-121.442433,Male,27,False,0
1372,1,1,3687,1,13,None,True,2.92,True,Fiber Optic,21,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,74.4,896.75,0.0,0,37.96,36432,38.715498,-121.363411,Male,36,True,0
1373,1,1,4016,0,24,None,True,37.69,True,Fiber Optic,18,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,98.75,2407.3,0.0,0,904.56,23362,38.585826,-121.376263,Female,35,False,0
1374,1,1,4334,1,61,None,True,46.95,True,Cable,21,True,True,False,False,True,True,True,True,One Year,True,Bank Withdrawal,106.0,6547.7,0.0,0,2863.9500000000003,4796,38.982373,-122.047751,Male,52,True,0
1375,1,1,3316,0,41,None,True,47.74,True,Fiber Optic,48,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,104.7,4346.4,0.0,0,1957.3400000000001,626,39.396585,-121.38029,Male,21,False,0
1376,1,1,5855,0,2,Offer E,True,42.55,False,DSL,30,False,True,False,True,False,False,False,True,Month-to-Month,True,Credit Card,55.05,102.75,0.0,0,85.1,262,39.461768,-121.195825,Female,47,False,0
1377,3,1,2247,1,8,Offer E,True,46.13,False,None,0,False,False,False,False,False,False,False,False,One Year,True,Credit Card,19.75,145.0,0.0,0,369.04,19,38.931425,-121.946081,Female,44,True,0
1378,2,1,3182,0,17,None,True,30.61,False,Fiber Optic,7,False,False,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,76.65,1313.55,0.0,0,520.37,11168,39.933852,-121.584371,Male,62,False,0
1379,2,1,4648,0,2,Offer E,False,0.0,False,DSL,21,True,True,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,42.6,72.4,0.0,0,0.0,28382,39.473896,-121.415927,Female,49,False,0
1380,1,1,5449,0,29,None,True,1.02,False,DSL,19,True,True,True,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,68.85,1970.5,0.0,0,29.580000000000002,495,39.424957,-122.039307,Female,45,False,0
1381,2,1,3902,1,2,None,True,46.92,False,Fiber Optic,7,False,False,True,True,False,True,True,True,Month-to-Month,False,Credit Card,90.0,190.05,0.0,0,93.84,101,39.58458,-121.093256,Male,51,True,0
1382,2,1,4995,0,14,Offer D,True,18.74,False,Cable,20,False,False,True,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,75.35,1025.95,0.0,0,262.35999999999996,73,40.022184,-121.062384,Female,42,False,0
1383,2,1,3849,0,8,Offer E,True,3.27,True,Fiber Optic,6,False,True,False,False,True,True,True,True,Month-to-Month,False,Bank Withdrawal,100.85,819.55,0.0,0,26.16,27786,39.075694,-121.70606,Male,56,False,0
1384,2,1,2969,1,5,Offer E,True,17.08,False,Fiber Optic,10,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,69.95,330.15,0.0,0,85.39999999999999,21418,40.448632,-122.306657,Female,55,True,0
1385,3,1,6144,1,63,None,True,1.93,True,Fiber Optic,21,False,True,True,False,True,True,True,False,One Year,True,Bank Withdrawal,107.5,6873.75,0.0,60,121.58999999999999,265,41.096569,-121.879082,Female,50,True,0
1386,2,1,5930,0,1,Offer E,True,44.75,False,Cable,12,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,45.85,45.85,0.0,0,44.75,290,41.388397,-122.794636,Male,58,False,0
1387,3,1,4471,1,53,None,True,30.09,False,Fiber Optic,11,True,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,106.1,5769.75,0.0,0,1594.77,13840,39.913777,-122.289984,Female,44,True,0
1388,3,1,4319,0,1,Offer E,True,17.23,False,Fiber Optic,52,False,True,False,True,True,False,True,True,Month-to-Month,False,Bank Withdrawal,91.7,91.7,0.0,0,17.23,12348,40.336392,-122.448533,Female,20,False,0
1389,1,1,5915,0,16,Offer D,True,18.99,True,Fiber Optic,30,False,True,True,False,False,True,True,True,Month-to-Month,True,Credit Card,95.6,1555.65,0.0,0,303.84,960,40.586588,-122.903677,Female,39,False,0
1390,1,1,2591,0,1,Offer E,True,30.07,True,Fiber Optic,26,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.95,74.95,0.0,0,30.07,1902,41.017282,-121.468945,Male,59,False,0
